State,Account length,Area code,International plan,Voice mail plan,Number vmail messages,Total day minutes,Total day calls,Total day charge,Total eve minutes,Total eve calls,Total eve charge,Total night minutes,Total night calls,Total night charge,Total intl minutes,Total intl calls,Total intl charge,Customer service calls,Churn
NV,92,415,No,Yes,44.0,152.0,95.0,25.84,274.9,73.0,23.37,162.4,121,7.31,10.0,1.0,2.7,2.0,False
MN,125,415,Yes,Yes,29.0,260.8,81.0,44.34,163.7,112.0,13.91,271.7,117,12.23,17.0,6.0,4.59,1.0,True
OK,160,408,No,No,0.0,166.4,117.0,28.29,317.0,129.0,26.95,160.4,121,7.22,10.0,2.0,2.7,1.0,False
KS,79,415,No,No,0.0,177.9,83.0,30.24,167.3,84.0,14.22,223.7,142,10.07,15.2,8.0,4.1,0.0,False
RI,36,415,No,No,0.0,235.1,97.0,39.97,196.8,104.0,16.73,259.7,110,11.69,7.0,7.0,1.89,3.0,False
IL,138,408,Yes,No,0.0,268.4,81.0,45.63,174.4,115.0,14.82,193.5,96,8.71,11.6,4.0,3.13,1.0,False
WI,72,408,No,No,0.0,179.9,113.0,30.58,149.8,112.0,12.73,168.2,79,7.57,9.8,7.0,2.65,2.0,False
MI,74,415,No,No,0.0,314.1,86.0,53.4,222.4,99.0,18.9,259.0,121,11.66,12.3,5.0,3.32,3.0,True
MI,134,415,No,Yes,41.0,162.0,82.0,27.54,324.7,77.0,27.6,160.1,112,7.2,11.9,5.0,3.21,0.0,False
MA,145,415,No,No,0.0,175.8,89.0,29.89,274.3,119.0,23.32,226.6,69,10.2,12.4,4.0,3.35,1.0,False
AL,136,510,No,No,0.0,109.4,91.0,18.6,207.5,111.0,17.64,135.0,107,6.08,11.6,5.0,3.13,0.0,False
WI,66,415,Yes,No,0.0,208.7,84.0,35.48,173.3,88.0,14.73,264.7,107,11.91,8.3,3.0,2.24,3.0,False
VT,152,510,No,Yes,20.0,214.6,108.0,36.48,96.6,82.0,8.21,170.7,145,7.68,7.9,5.0,2.13,1.0,False
CT,162,408,No,No,0.0,49.2,121.0,8.36,143.9,136.0,12.23,203.0,97,9.14,12.1,10.5,3.27,1.0,False
OR,72,510,No,No,0.0,141.3,133.0,24.02,134.9,96.0,11.47,227.5,97,10.24,11.2,3.0,3.02,2.0,False
HI,101,415,No,No,0.0,253.2,89.0,43.04,237.9,114.0,20.22,154.3,85,6.94,9.7,7.0,2.62,3.5,False
WV,125,415,No,No,0.0,206.0,128.0,35.02,198.1,71.0,16.84,135.9,116,6.12,13.2,3.0,3.56,0.0,False
RI,46,408,No,No,0.0,40.4,105.0,6.87,172.4,83.0,14.65,145.1,89,6.53,9.0,2.0,2.43,2.0,False
MI,132,408,No,No,0.0,291.2,104.0,49.5,234.2,132.0,19.91,191.7,87,8.63,8.9,3.0,2.4,1.0,True
ME,193,415,No,Yes,31.0,71.2,58.0,12.1,124.7,105.0,10.6,155.5,108,7.0,11.7,3.0,3.16,0.0,False
WV,63,510,No,No,0.0,261.8,69.0,44.51,245.0,135.0,20.83,202.1,94,9.09,14.7,4.0,3.97,0.0,True
NE,124,510,No,No,0.0,191.3,134.0,32.52,261.5,113.0,22.23,182.3,111,8.2,10.0,3.0,2.7,1.0,False
DC,144,415,No,No,0.0,133.3,101.0,22.66,255.5,127.0,21.72,228.6,68,10.29,11.6,2.0,3.13,0.0,False
NH,97,408,No,Yes,28.0,283.1,93.0,48.13,185.4,98.0,15.76,312.8,78,14.08,6.1,8.0,1.65,1.0,False
WV,137,510,No,Yes,47.5,186.5,94.0,31.71,178.0,106.0,15.13,215.6,100,9.7,12.1,4.0,3.27,2.0,False
IL,142,415,No,Yes,38.0,163.3,104.0,27.76,136.0,114.0,11.56,249.1,127,11.21,4.3,6.0,1.16,0.0,False
NH,119,415,No,Yes,19.0,178.1,110.0,30.28,212.8,100.0,18.09,226.3,123,10.18,10.0,6.0,2.7,1.0,False
MI,158,415,No,No,0.0,195.9,103.0,33.3,89.1,95.0,7.57,302.2,82,13.6,10.3,3.0,2.78,1.0,False
ND,50,415,No,No,0.0,295.3,127.0,50.2,127.4,100.0,10.83,166.8,105,7.51,9.6,6.0,2.59,1.0,False
LA,98,408,No,No,0.0,136.1,82.0,23.14,156.3,118.0,13.29,158.8,83,7.15,10.1,5.0,2.73,2.0,False
HI,101,415,No,Yes,24.0,114.1,95.0,19.4,161.5,86.0,13.73,176.3,90,7.93,13.0,9.0,3.51,2.0,False
WV,51,408,No,No,0.0,169.3,111.0,28.78,139.5,69.0,11.86,197.0,87,8.87,12.0,3.0,3.24,0.0,False
NC,117,510,No,No,0.0,214.4,94.0,36.45,138.0,149.0,11.73,148.7,102,6.69,9.9,1.0,2.67,2.0,False
PA,92,415,Yes,No,0.0,255.8,125.0,43.49,142.7,111.0,12.13,181.2,101,8.15,11.7,3.0,3.16,0.0,False
MI,86,408,No,No,0.0,148.2,71.0,25.19,285.1,91.0,24.23,166.4,152,7.49,6.2,3.0,1.67,2.0,False
WY,122,415,No,No,0.0,119.3,93.0,20.28,223.9,103.0,19.03,211.9,122,9.54,8.7,4.0,2.35,2.0,False
NJ,156,408,No,Yes,27.0,192.3,137.0,32.69,199.9,115.0,16.99,244.2,112,10.99,14.8,8.0,4.0,1.0,False
NJ,127,510,No,No,0.0,245.2,91.0,41.68,217.2,92.0,18.46,243.1,128,10.94,13.9,6.0,3.75,0.0,True
NC,130,408,Yes,No,0.0,216.2,106.0,36.75,339.79999999999995,86.0,28.875,126.7,123,5.7,16.9,2.0,4.56,3.5,True
NM,158,408,No,No,0.0,172.4,114.0,29.31,256.6,69.0,21.81,235.3,104,10.59,3.1000000000000005,0.0,0.8449999999999995,2.0,False
MS,145,510,Yes,Yes,30.0,175.3,107.0,29.8,153.3,116.0,13.03,233.6,85,10.51,11.1,3.0,3.0,1.0,False
TX,90,415,Yes,Yes,26.0,169.0,104.0,28.73,188.8,104.0,16.05,213.3,76,9.6,13.3,3.0,3.59,0.0,True
OK,127,510,No,Yes,27.0,34.650000000000006,113.0,5.899999999999995,254.0,102.0,21.59,242.7,152,10.92,9.2,5.0,2.48,3.0,False
ID,109,415,No,No,0.0,184.1,143.0,31.3,211.7,105.0,17.99,243.0,116,10.93,9.9,2.0,2.67,1.0,False
AL,88,415,No,No,0.0,181.9,90.0,30.92,151.5,87.0,12.88,143.0,100,6.44,7.5,3.0,2.03,1.0,False
WY,101,510,No,Yes,9.0,160.1,116.0,27.22,210.0,121.0,17.85,139.1,65,6.26,10.8,9.0,2.92,0.0,False
VA,21,415,No,No,0.0,223.2,142.0,37.94,216.5,114.0,18.4,214.7,111,9.66,12.4,2.0,3.35,1.0,False
WV,145,408,No,Yes,31.0,216.0,94.0,36.72,225.1,123.0,19.13,234.7,109,10.56,10.7,1.0,2.89,2.0,False
CA,33,408,No,No,0.0,159.5,115.0,27.12,195.4,118.0,16.61,102.4,86,4.61,7.1,7.0,1.92,1.0,False
PA,61,408,No,Yes,40.0,105.0,78.0,17.85,180.6,100.0,15.35,174.1,115,7.83,10.2,2.0,2.75,2.0,True
CO,107,415,No,No,0.0,204.5,108.0,34.77,162.4,110.0,13.8,155.0,102,6.98,13.4,1.0,3.62,3.0,False
MD,147,408,No,No,0.0,274.0,92.0,46.58,231.8,82.0,19.7,283.6,83,12.76,6.2,1.0,1.67,0.0,True
AL,95,415,No,No,0.0,229.9,116.0,39.08,202.4,110.0,17.2,171.4,105,7.71,14.2,6.0,3.83,1.0,False
MI,128,415,No,No,0.0,179.4,94.0,30.5,270.4,92.0,22.98,191.0,88,8.59,7.9,4.0,2.13,0.0,False
OH,134,415,No,No,0.0,34.650000000000006,86.0,5.899999999999995,171.4,100.0,14.57,186.5,80,8.39,12.9,2.0,3.48,2.0,False
IN,96,415,No,Yes,23.0,183.1,88.0,31.13,147.4,89.0,12.53,340.79999999999995,108,15.331250000000002,11.3,7.0,3.05,1.0,False
SC,107,415,No,No,0.0,206.9,79.0,35.17,262.4,117.0,22.3,149.3,69,6.72,10.7,3.0,2.89,0.0,False
KS,123,415,No,No,0.0,140.0,106.0,23.8,153.7,101.0,13.06,62.60000000000004,87,2.8212499999999974,12.5,1.0,3.38,2.0,False
OK,35,415,No,No,0.0,179.2,59.0,30.46,283.3,101.0,24.08,285.4,83,12.84,5.8,7.0,1.57,2.0,False
IL,137,408,Yes,No,0.0,237.3,103.0,40.34,176.7,84.0,15.02,263.4,81,11.85,14.2,4.0,3.83,0.0,True
TN,88,415,No,No,0.0,181.5,116.0,30.86,187.0,119.0,15.9,220.3,96,9.91,10.5,7.0,2.84,1.0,False
NC,116,408,No,Yes,19.0,155.7,104.0,26.47,185.4,118.0,15.76,192.7,116,8.67,8.2,2.0,2.21,3.0,False
RI,123,510,No,Yes,23.0,245.0,88.0,41.65,265.0,105.0,22.53,239.7,108,10.79,14.9,3.0,4.02,2.0,False
VA,146,415,Yes,No,0.0,111.1,126.0,18.89,313.4,95.0,26.64,215.7,82,9.71,10.5,6.0,2.84,1.0,False
KY,106,510,No,Yes,9.0,88.5,100.0,15.05,324.8,109.0,27.61,79.9,86,3.6,8.2,4.0,2.21,3.0,False
NV,121,408,No,Yes,44.0,116.0,85.0,19.72,150.1,120.0,12.76,246.8,98,11.11,12.0,2.0,3.24,1.0,False
WI,137,510,No,No,0.0,155.5,81.0,26.44,133.1,94.0,11.31,253.1,77,11.39,9.1,2.0,2.46,1.0,False
NE,67,510,No,Yes,31.0,175.2,68.0,29.78,199.2,73.0,16.93,219.8,99,9.89,13.2,6.0,3.56,1.0,False
WI,161,408,No,No,0.0,154.7,84.0,26.3,177.8,125.0,15.11,172.9,90,7.78,5.9,2.0,1.59,3.5,True
ME,62,415,Yes,Yes,32.0,218.4,93.0,37.13,236.7,132.0,20.12,192.2,137,8.65,13.2,3.0,3.56,0.0,True
WY,120,415,No,Yes,24.0,227.5,81.0,38.68,234.9,71.0,19.97,166.4,128,7.49,9.0,10.5,2.43,1.0,False
IN,130,408,No,Yes,30.0,185.0,117.0,31.45,249.5,141.0,21.21,157.8,103,7.1,7.4,7.0,2.0,0.0,False
WI,20,408,No,No,0.0,186.8,89.0,31.76,253.4,51.0,21.54,273.1,105,12.29,12.3,6.0,3.32,2.0,False
CA,112,415,No,No,0.0,208.7,150.0,35.48,212.8,104.0,18.09,178.1,98,8.01,8.5,4.0,2.3,0.0,False
IN,77,408,No,No,0.0,185.9,95.0,31.6,212.0,98.0,18.02,282.3,81,12.7,11.3,4.0,3.05,3.0,False
SC,109,415,No,No,0.0,222.5,74.0,37.83,169.7,75.0,14.42,264.3,94,11.89,9.0,3.0,2.43,2.0,False
IN,108,415,No,No,0.0,201.1,101.0,34.19,170.7,86.0,14.51,237.4,113,10.68,11.6,3.0,3.13,3.0,False
IA,79,415,No,Yes,17.0,167.9,114.0,28.54,243.7,93.0,20.71,211.9,114,9.54,9.1,2.0,2.46,1.0,False
MN,38,510,No,No,0.0,175.7,109.0,29.87,211.8,97.0,18.0,137.9,109,6.21,9.2,3.0,2.48,3.5,True
AR,109,415,No,Yes,29.0,111.2,90.0,18.9,263.5,98.0,22.4,224.7,128,10.11,9.0,6.0,2.43,3.5,True
MS,78,415,No,No,0.0,87.7,74.0,14.91,214.8,58.0,18.26,201.3,147,9.06,10.8,6.0,2.92,1.0,False
MN,134,415,No,No,0.0,244.1,99.0,41.5,246.9,111.0,20.99,200.0,133,9.0,7.2,2.0,1.94,0.0,False
WA,47,415,No,Yes,27.0,165.0,89.0,28.05,127.3,118.0,10.82,284.4,95,12.8,7.7,4.0,2.08,2.0,False
MS,59,408,No,Yes,27.0,127.4,110.0,21.66,103.3,99.0,8.78,164.2,73,7.39,9.1,3.0,2.46,0.0,False
ID,151,415,No,No,0.0,194.8,106.0,33.12,292.7,103.0,24.88,224.6,82,10.11,5.5,3.0,1.49,0.0,False
NC,129,415,No,No,0.0,54.7,131.0,9.3,256.1,105.0,21.77,176.6,135,7.95,11.1,4.0,3.0,1.0,False
VA,107,510,No,Yes,27.0,283.4,104.0,48.18,224.1,152.0,19.05,241.3,63,10.86,14.4,7.0,3.89,2.0,False
MT,137,408,Yes,No,0.0,258.0,112.0,43.86,246.5,117.0,20.95,173.2,100,7.79,10.9,3.0,2.94,0.0,True
MI,76,510,No,No,0.0,90.5,142.0,15.39,211.7,75.0,17.99,194.9,76,8.77,9.3,2.0,2.51,1.0,False
HI,24,415,No,No,0.0,235.6,132.0,40.05,115.9,129.0,9.85,185.4,136,8.34,16.2,2.0,4.37,0.0,False
NC,169,408,No,No,0.0,142.5,82.0,24.23,231.4,110.0,19.67,131.2,67,5.9,10.0,4.0,2.7,2.0,False
MN,30,408,No,No,0.0,54.0,68.0,9.18,179.3,96.0,15.24,247.2,101,11.12,10.2,8.0,2.75,1.0,False
WV,70,415,No,No,0.0,214.8,87.0,36.52,131.0,114.0,11.14,216.9,104,9.76,9.4,3.0,2.54,3.0,False
SD,52,510,Yes,No,0.0,251.4,118.0,42.74,196.6,80.0,16.71,192.0,53,8.64,11.0,2.0,2.97,0.0,True
HI,3,408,No,No,0.0,139.0,99.0,23.63,250.7,108.0,21.31,286.2,87,12.88,6.1,3.0,1.65,3.5,False
MS,38,415,No,No,0.0,117.3,114.0,19.94,208.7,105.0,17.74,203.4,98,9.15,14.4,2.0,3.89,2.0,False
NY,104,415,No,No,0.0,264.0,108.0,44.88,132.2,75.0,11.24,177.7,91,8.0,10.6,8.0,2.86,3.0,False
LA,27,408,No,No,0.0,82.6,105.0,14.04,204.0,99.0,17.34,224.2,122,10.09,9.1,4.0,2.46,1.0,False
MA,13,408,No,No,0.0,220.4,100.0,37.47,211.2,79.0,17.95,259.3,112,11.67,13.6,8.0,3.67,2.0,False
AK,52,408,No,No,0.0,217.0,104.0,36.89,152.3,83.0,12.95,134.3,109,6.04,11.8,4.0,3.19,2.0,False
SD,114,415,No,Yes,25.0,129.0,77.0,21.93,290.0,110.0,24.65,177.1,110,7.97,11.6,5.0,3.13,1.0,False
CO,156,408,No,No,0.0,150.5,106.0,25.59,152.9,112.0,13.0,215.9,86,9.72,3.5,3.0,0.95,1.0,False
WV,62,415,No,No,0.0,189.5,122.0,32.22,103.8,95.0,8.82,180.6,106,8.13,10.8,5.0,2.92,2.0,False
ME,52,510,No,No,0.0,129.3,80.0,21.98,142.7,101.0,12.13,258.3,89,11.62,12.3,4.0,3.32,3.0,False
NH,146,510,No,No,0.0,115.6,77.0,19.65,213.6,100.0,18.16,218.4,72,9.83,10.7,6.0,2.89,1.0,False
RI,120,415,No,Yes,23.0,221.9,114.0,37.72,254.7,84.0,21.65,250.5,117,11.27,7.2,5.0,1.94,2.0,False
WI,90,408,No,No,0.0,61.3,91.0,10.42,194.4,94.0,16.52,143.1,80,6.44,11.4,9.0,3.08,1.0,False
NM,147,408,Yes,No,0.0,183.8,113.0,31.25,164.7,110.0,14.0,111.0,87,5.0,10.1,4.0,2.73,1.0,False
WY,159,415,No,No,0.0,167.4,68.0,28.46,143.8,74.0,12.22,140.1,111,6.3,10.3,3.0,2.78,0.0,True
IL,74,510,No,Yes,27.0,154.1,122.0,26.2,195.3,150.0,16.6,276.7,86,12.45,13.2,2.0,3.56,3.5,False
MI,87,415,No,No,0.0,198.3,80.0,33.71,187.0,89.0,15.9,133.5,96,6.01,16.6,4.0,4.48,2.0,False
VA,99,510,No,No,0.0,128.3,78.0,21.81,215.3,120.0,18.3,143.7,140,6.47,14.3,9.0,3.86,2.0,False
SD,131,510,No,No,0.0,187.9,110.0,31.94,200.5,101.0,17.04,202.6,125,9.12,10.2,10.5,2.75,2.0,False
AL,89,510,No,No,0.0,129.2,71.0,21.96,214.1,68.0,18.2,214.9,100,9.67,10.3,4.0,2.78,3.5,True
MS,123,415,Yes,No,0.0,125.5,106.0,21.34,128.9,96.0,10.96,251.9,129,11.34,6.3,6.0,1.7,3.5,True
MS,130,510,No,Yes,26.0,257.2,108.0,43.72,224.3,122.0,19.07,204.0,118,9.18,12.6,4.0,3.4,1.0,False
HI,99,415,No,No,0.0,124.6,90.0,21.18,146.4,70.0,12.44,169.4,95,7.62,10.5,6.0,2.84,1.0,False
WV,36,408,No,No,0.0,175.1,144.0,29.77,216.9,69.0,18.44,243.7,146,10.97,9.9,3.0,2.67,1.0,False
WV,87,415,No,No,0.0,124.3,91.0,21.13,173.4,105.0,14.74,256.3,109,11.53,7.5,5.0,2.03,3.0,False
WV,139,415,No,No,0.0,271.6,130.0,46.17,156.0,131.0,13.26,136.3,108,6.13,11.6,9.0,3.13,2.0,False
IN,189,510,No,No,0.0,219.9,80.0,37.38,143.3,117.0,12.18,130.6,69,5.88,11.7,7.0,3.16,1.0,False
NM,96,415,No,Yes,33.0,183.3,115.0,31.16,201.4,87.0,17.12,177.4,84,7.98,10.4,10.5,2.81,3.0,False
DE,112,408,No,No,0.0,101.1,119.0,17.19,214.4,67.0,18.22,179.5,112,8.08,10.3,5.0,2.78,2.0,False
NJ,108,415,No,Yes,41.0,171.6,110.0,29.17,136.1,78.0,11.57,183.4,103,8.25,10.8,7.0,2.92,0.0,False
RI,121,510,No,Yes,20.0,211.9,110.0,36.02,215.1,120.0,18.28,238.5,107,10.73,9.4,2.0,2.54,0.0,False
SD,116,415,No,No,0.0,63.7,101.0,10.83,195.8,95.0,16.64,210.1,87,9.45,10.0,6.0,2.7,1.0,False
NH,161,415,No,No,0.0,173.4,100.0,29.48,213.7,74.0,18.16,141.5,69,6.37,11.5,4.0,3.11,1.0,False
AL,19,415,Yes,No,0.0,237.7,98.0,40.41,207.1,121.0,17.6,182.2,95,8.2,4.5,4.0,1.22,0.0,False
ID,119,415,Yes,Yes,32.0,173.0,101.0,29.41,209.4,93.0,17.8,231.1,91,10.4,12.2,4.0,3.29,0.0,False
MD,125,415,No,No,0.0,224.9,102.0,38.23,143.8,87.0,12.22,198.9,105,8.95,8.0,2.0,2.16,0.0,False
IN,156,510,No,No,0.0,237.7,122.0,40.41,181.5,91.0,15.43,185.7,151,8.36,7.7,4.0,2.08,1.0,False
WY,109,415,No,No,0.0,137.0,128.0,23.29,217.0,116.0,18.45,182.1,86,8.19,10.0,5.0,2.7,2.0,False
NH,95,510,No,No,0.0,142.5,109.0,24.23,176.1,107.0,14.97,189.6,88,8.53,8.2,3.0,2.21,2.0,False
MN,90,408,No,No,0.0,142.4,126.0,24.21,126.2,118.0,10.73,274.2,71,12.34,4.6,4.0,1.24,1.0,False
MA,105,415,No,Yes,21.0,147.0,112.0,24.99,197.3,46.5,16.77,267.4,93,12.03,8.7,3.0,2.35,2.0,False
NH,101,510,No,No,0.0,220.3,124.0,37.45,188.6,101.0,16.03,278.4,98,12.53,10.6,4.0,2.86,1.0,False
MN,95,415,No,No,0.0,149.2,96.0,25.36,260.7,116.0,22.16,201.0,120,9.05,8.1,2.0,2.19,1.0,False
IA,123,415,No,No,0.0,204.4,88.0,34.75,137.5,111.0,11.69,226.0,100,10.17,10.0,4.0,2.7,0.0,False
AL,141,510,No,Yes,28.0,308.0,123.0,52.36,247.8,128.0,21.06,152.9,103,6.88,7.4,3.0,2.0,1.0,False
CA,75,415,No,Yes,19.0,210.3,90.0,35.75,241.8,87.0,20.55,215.7,102,9.71,13.1,3.0,3.54,3.5,False
MA,126,408,No,Yes,24.0,58.9,125.0,10.01,305.5,90.0,25.97,158.9,73,7.15,12.1,6.0,3.27,0.0,False
FL,153,415,No,No,0.0,228.9,102.0,38.91,160.7,136.0,13.66,203.1,109,9.14,12.5,2.0,3.38,0.0,False
NH,97,408,No,Yes,32.0,90.0,87.0,15.3,276.3,113.0,23.49,185.2,107,8.33,8.6,6.0,2.32,2.0,True
IN,115,408,No,No,0.0,146.7,128.0,24.94,106.2,74.0,9.03,197.7,104,8.9,11.1,4.0,3.0,2.0,False
MA,17,415,Yes,No,0.0,162.8,118.0,27.68,229.6,91.0,19.52,332.7,94,14.97,13.6,3.0,3.67,0.0,True
NH,105,415,No,Yes,20.0,186.9,114.0,31.77,256.3,91.0,21.79,334.7,104,15.06,8.9,2.0,2.4,1.0,False
TX,121,415,No,No,0.0,86.1,100.0,14.64,259.8,113.0,22.08,148.0,79,6.66,9.1,9.0,2.46,2.0,False
NC,125,408,No,No,0.0,212.3,89.0,36.09,215.4,127.0,18.31,186.8,73,8.41,11.3,2.0,3.05,2.0,False
CT,124,415,No,No,0.0,151.0,98.0,25.67,120.6,119.0,10.25,152.8,81,6.88,9.2,2.0,2.48,2.0,False
LA,123,510,No,Yes,32.0,212.3,77.0,36.09,251.5,78.0,21.38,208.7,85,9.39,6.6,2.0,1.78,3.0,False
NV,124,415,No,No,0.0,234.4,61.0,39.85,179.3,111.0,15.24,285.5,117,12.85,10.4,6.0,2.81,3.0,False
WV,133,510,No,No,0.0,176.8,92.0,30.06,187.5,97.0,15.94,196.8,88,8.86,6.5,3.0,1.76,2.0,False
SC,1,415,No,Yes,26.0,146.6,68.0,24.92,172.8,67.0,14.69,173.8,113,7.82,10.0,2.0,2.7,1.0,False
KS,107,415,No,No,0.0,260.5,108.0,44.29,102.4,110.0,8.7,129.7,148,5.84,9.8,5.0,2.65,1.0,False
NY,91,415,No,Yes,20.0,146.1,98.0,24.84,277.4,104.0,23.58,137.7,100,6.2,6.2,3.0,1.67,1.0,False
MI,178,408,Yes,No,0.0,124.5,134.0,21.17,141.2,78.0,12.0,268.2,113,12.07,11.4,2.0,3.08,2.0,True
MA,123,415,No,No,0.0,209.4,49.0,35.6,237.4,117.0,20.18,239.2,98,10.76,9.8,10.5,2.65,1.0,False
UT,170,415,No,No,0.0,285.7,46.5,48.57,167.5,144.0,14.24,260.0,97,11.7,8.7,4.0,2.35,1.0,True
HI,135,415,No,No,0.0,190.9,46.5,32.45,161.4,109.0,13.72,231.9,100,10.44,8.4,2.0,2.27,1.0,False
OR,134,415,No,Yes,47.5,208.8,130.0,35.5,132.9,104.0,11.3,136.7,107,6.15,11.1,4.0,3.0,2.0,False
CT,93,415,No,No,0.0,271.1,101.0,46.09,237.4,133.0,20.18,145.4,103,6.54,8.4,6.0,2.27,1.0,True
AZ,138,415,No,No,0.0,240.8,104.0,40.94,144.5,92.0,12.28,125.7,98,5.66,11.6,1.0,3.13,0.0,False
OR,159,510,No,No,0.0,114.8,98.0,19.52,192.6,101.0,16.37,259.0,108,11.66,12.2,5.0,3.29,0.0,False
DE,103,415,No,Yes,34.0,138.8,80.0,23.6,142.0,108.0,12.07,183.8,77,8.27,11.8,7.0,3.19,1.0,False
MA,150,408,No,Yes,27.0,209.8,112.0,35.67,155.0,80.0,13.18,251.5,111,11.32,7.2,6.0,1.94,0.0,False
CT,37,408,No,No,0.0,134.9,98.0,22.93,248.4,130.0,21.11,236.2,113,10.63,14.7,2.0,3.97,3.0,False
AR,33,415,Yes,No,0.0,164.0,99.0,27.88,153.1,102.0,13.01,123.8,104,5.57,6.4,4.0,1.73,0.0,False
SD,55,415,No,No,0.0,245.5,130.0,41.74,192.7,54.0,16.38,141.7,83,6.38,9.1,4.0,2.46,1.0,False
CT,107,408,No,No,0.0,90.7,90.0,15.42,207.5,109.0,17.64,169.4,96,7.62,5.6,5.0,1.51,2.0,False
MS,78,408,No,No,0.0,108.6,108.0,18.46,209.9,126.0,17.84,222.6,117,10.02,7.9,5.0,2.13,1.0,True
MT,85,408,No,Yes,17.0,89.8,88.0,15.27,233.2,75.0,19.82,165.7,116,7.46,9.3,7.0,2.51,3.5,True
AK,61,415,No,Yes,15.0,252.4,106.0,42.91,187.8,69.0,15.96,259.6,137,11.68,10.0,3.0,2.7,2.0,False
DE,97,415,No,Yes,32.0,183.4,94.0,31.18,269.1,120.0,22.87,203.5,48,9.16,6.7,4.0,1.81,3.5,False
OH,136,408,Yes,No,0.0,183.4,103.0,31.18,141.9,113.0,12.06,200.4,122,9.02,10.4,9.0,2.81,2.0,False
MN,135,408,No,No,0.0,155.2,100.0,26.38,135.9,84.0,11.55,184.6,82,8.31,3.8,9.0,1.03,3.0,False
CA,87,415,No,Yes,19.0,165.8,122.0,28.19,186.9,89.0,15.89,249.7,78,11.24,3.1000000000000005,0.0,0.8449999999999995,1.0,False
NV,148,415,No,No,0.0,279.3,104.0,47.48,201.6,87.0,17.14,280.8,99,12.64,7.9,2.0,2.13,2.0,True
SC,99,415,No,No,0.0,174.1,102.0,29.6,99.1,118.0,8.42,211.6,126,9.52,7.7,2.0,2.08,2.0,False
WV,123,415,No,No,0.0,175.7,78.0,29.87,184.6,96.0,15.69,156.9,92,7.06,9.1,2.0,2.46,2.0,False
NM,127,415,Yes,No,0.0,256.5,87.0,43.61,222.1,101.0,18.88,156.7,122,7.05,13.0,3.0,3.51,1.0,False
WY,151,415,No,No,0.0,170.2,89.0,28.93,187.5,83.0,15.94,119.5,100,5.38,4.3,3.0,1.16,0.0,False
CA,185,408,No,No,0.0,139.6,92.0,23.73,250.2,115.0,21.27,158.1,79,7.11,10.8,4.0,2.92,1.0,False
WY,58,510,No,No,0.0,210.1,126.0,35.72,248.9,108.0,21.16,158.6,88,7.14,14.4,2.0,3.89,3.5,False
MA,58,408,No,No,0.0,174.4,112.0,29.65,265.8,122.0,22.59,182.4,87,8.21,3.1000000000000005,0.0,0.8449999999999995,3.5,False
UT,108,415,No,No,0.0,210.6,117.0,35.8,164.2,103.0,13.96,201.4,68,9.06,9.4,5.0,2.54,0.0,False
MN,132,510,No,No,0.0,121.5,88.0,20.66,253.0,124.0,21.51,195.7,120,8.81,10.7,4.0,2.89,1.0,False
NE,80,415,No,No,0.0,127.8,67.0,21.73,181.6,112.0,15.44,197.3,63,8.88,15.9,2.0,4.29,2.0,False
KY,110,510,No,No,0.0,99.4,62.0,16.9,275.0,86.0,23.38,212.1,94,9.54,16.7,3.0,4.51,2.0,False
NY,168,408,No,No,0.0,163.4,134.0,27.78,240.1,87.0,20.41,164.0,147,7.38,11.6,2.0,3.13,2.0,True
CO,125,408,No,Yes,23.0,120.5,104.0,20.49,227.8,115.0,19.36,158.5,100,7.13,10.2,3.0,2.75,1.0,False
DC,170,510,No,No,0.0,184.1,106.0,31.3,204.9,70.0,17.42,224.3,133,10.09,9.8,3.0,2.65,2.0,False
AK,71,510,No,No,0.0,185.0,84.0,31.45,232.5,129.0,19.76,191.1,82,8.6,14.9,4.0,4.02,3.0,False
SC,124,415,No,No,0.0,160.9,109.0,27.35,144.2,152.0,12.26,120.4,97,5.42,12.9,10.5,3.48,1.0,False
KS,68,415,No,No,0.0,207.6,68.0,35.29,251.6,123.0,21.39,191.6,100,8.62,10.9,6.0,2.94,2.0,False
UT,97,415,No,No,0.0,209.2,134.0,35.56,60.60000000000004,46.5,5.155000000000001,175.4,94,7.89,11.8,6.0,3.19,1.0,False
IL,98,510,Yes,No,0.0,158.4,71.0,26.93,306.6,66.0,26.06,144.2,93,6.49,3.1000000000000005,4.0,0.8449999999999995,1.0,False
DC,24,408,No,No,0.0,149.0,73.0,25.33,131.0,81.0,11.14,238.6,69,10.74,8.6,3.0,2.32,2.0,True
DC,136,510,No,No,0.0,204.5,63.0,34.77,208.8,95.0,17.75,224.0,119,10.08,9.8,2.0,2.65,0.0,False
OK,44,408,No,No,0.0,288.8,86.0,49.1,175.9,87.0,14.95,215.4,106,9.69,9.5,2.0,2.57,0.0,True
KY,96,415,No,Yes,40.0,108.6,90.0,18.46,206.4,154.0,17.54,126.3,118,5.68,13.4,4.0,3.62,0.0,False
HI,24,415,No,No,0.0,156.2,104.0,26.55,90.0,101.0,7.65,205.1,116,9.23,7.3,5.0,1.97,1.0,False
SC,112,415,No,Yes,31.0,225.2,89.0,38.28,256.8,117.0,21.83,249.7,87,11.24,11.5,1.0,3.11,3.5,False
GA,117,415,Yes,No,0.0,287.4,118.0,48.86,259.6,84.0,22.07,153.2,86,6.89,10.0,3.0,2.7,1.0,True
